gene	log2FoldChange_hct116_30minProt	pval_hct116_30minProt	log2FoldChange_hct116_120minProt	pval_hct116_120minProt
EAPP	0.038871493	0.49374176299999994	0.039692501	0.382057625
RARS	-0.072295101	0.493748979	0.132605773	0.167942599
ESRP1	0.04514540400000001	0.493779735	0.08599509400000001	0.331184855
EPB41L4B	0.059867132	0.494084356	-0.013918001999999999	0.851012733
CPNE1	0.067003357	0.49416064299999996	0.085902633	0.456663948
SNX4	0.050148933	0.49418270299999995	0.1125809	0.185178543
FADS1	-0.038878263999999996	0.49432987700000003	0.043097569	0.435002128
RP9	-0.077551297	0.49454953100000004	-0.065037969	0.463343585
CHD4	-0.037403784	0.494613785	-0.221594467	0.037820116
MAPKAP1	0.044043491	0.49504454600000003	0.024751875	0.726759602
CSK	0.058710172000000005	0.495252331	0.08937013699999999	0.31472127
TRAPPC11	-0.056736722999999996	0.49532017700000003	0.05446637	0.47936497100000003
UBE3A	-0.046193238	0.495455065	0.08389746	0.25717799199999997
SYK	-0.078235052	0.495639053	0.10684304	0.163855116
CYR61	-0.057996007999999995	0.495640088	-0.097537175	0.289653547
AP1G1	0.038687356	0.495722205	0.078331305	0.142302455
PRKAG1	0.035459394	0.49588773700000005	-0.022947925	0.623211227
PHKA1	-0.034781337999999995	0.495916399	-0.08441047300000001	0.059774512
ASCC3	0.040598003	0.49594277200000003	0.05105549	0.306967507
TPM3	-0.078609733	0.495945865	0.020252946	0.78528322
MSTO1	0.053768166	0.496103859	0.106144696	0.177351147
RPL14	0.060874813	0.496135473	0.121722259	0.19292330100000002
METTL8	-0.06409658	0.496149258	-0.106502384	0.279367341
TSSC1	0.046496317999999995	0.496158893	0.078219974	0.333380506
CAAP1	0.059018337000000004	0.49626686	-0.092199036	0.309961149
CHD3	-0.047674022999999996	0.496550947	-0.075216566	0.253773776
INADL	0.04691160900000001	0.496782086	-0.07597415099999999	0.23762407800000002
SAMM50	-0.040979279	0.496931024	-0.08078018599999999	0.299315642
H1F0	0.060500918	0.497194815	0.265305172	0.135205916
PSMG2	0.057332824000000004	0.497292456	0.087244655	0.269893745
ZFX;ZFY	0.07510964099999999	0.49767881399999997	0.000506073	0.9960914040000001
PTRHD1	0.049043588	0.497692919	0.033090023999999996	0.550948129
TMA7;hCG_2014768	0.064956585	0.497795052	0.075143209	0.305138228
GON4L	-0.050228268	0.497960031	-0.078516589	0.206955223
RFWD3	-0.043174345999999995	0.498211145	-0.000526189	0.992013597
ZMYND8	0.051571535999999994	0.498296907	-0.11263666800000001	0.09642094
YPEL3;YPEL2;YPEL1	0.04643002	0.49845075899999997	0.02741751	0.7772632559999999
BRMS1	0.051801050999999994	0.498531495	-0.151928742	0.028853916
HN1	0.064118367	0.49853535600000004	0.113171001	0.264964866
SNX14	-0.037071206	0.498557164	-0.031285831	0.555753051
RAB11FIP1	-0.033487908999999996	0.498588796	0.009569688	0.8271544359999999
GUCD1	0.047035749	0.498667752	-0.09593477800000001	0.137879454
PTS	0.058592148	0.498775019	0.101964847	0.140918754
RRAGA;RRAGB	-0.033862937999999995	0.498881821	-0.075861978	0.110415636
RAD51C	-0.037558737	0.49890301	0.023916401	0.577660865
MTPAP	-0.076312641	0.498903927	-0.10936612300000001	0.274332037
ZNF397	0.064217934	0.49944567	-0.108833074	0.192382914
AGL	-0.066101993	0.49954377200000005	0.108313395	0.217948977
STX3	-0.051057035	0.499582404	0.006874221999999999	0.9047690070000001
RNGTT	0.047875583	0.49967804600000004	0.078048475	0.22389144600000002
RC3H1	0.032863651	0.499800998	-0.043003164	0.332582017
NUDT5	0.068679491	0.49988458700000005	0.12202678300000001	0.319459285
PCIF1	0.046571327999999995	0.49993674899999996	-0.040082423	0.491765679
CARM1	-0.068218102	0.500142427	0.129888678	0.148661092
VPS37A	0.050325475999999994	0.500143363	0.10880348599999999	0.10164127699999999
HSPA8	0.043784329000000004	0.500346749	-0.046560437999999996	0.40391847200000003
SLC44A2	-0.042900336	0.500348415	0.027404934	0.6850855859999999
SRRM1	0.041801152	0.5005333470000001	0.045878450999999994	0.540107495
MKLN1	-0.03839356	0.5007662279999999	0.07139003299999999	0.193816283
MMP14	-0.036954762	0.500839335	0.017502148999999998	0.7779907779999999
VPS35	0.062783135	0.500862632	0.11971268800000001	0.178480025
NRBP1	0.052696402	0.5010984479999999	0.10311050199999999	0.262852104
C16orf70	0.060059250999999994	0.501234854	0.12641719099999998	0.128210711
CWF19L1	0.055763354	0.501518475	0.03982656	0.527213274
BRD8	0.037430515	0.501559153	-0.030676736	0.561013222
MRPL20	-0.04347778099999999	0.501572505	-0.0017362999999999999	0.9762972990000001
NCAPH2	-0.041223666	0.501635785	-0.043311934	0.364927641
FBXW4	0.043702247	0.501999336	-0.057936822	0.34647307299999996
PTPRK	0.041135156	0.502254611	-0.023766733999999998	0.652487069
SPAST	0.045666002000000004	0.5024613689999999	0.001313446	0.97859978
MTOR	-0.047337352	0.5026785029999999	0.026039951000000002	0.722682959
PRKAG2	0.043359187	0.503079657	-0.063460769	0.266715142
SIN3B	0.045211184	0.5031513320000001	-0.11416165199999999	0.057461765
KRR1	0.06821034	0.503222171	-0.080475058	0.5059655439999999
HPCAL1;HPCA	0.048767793	0.5033498510000001	0.035683692	0.669582821
VAV1	0.04103466	0.503379514	0.018674971000000002	0.7605069720000001
PABPN1	-0.06354610200000001	0.503434674	-0.08114203099999999	0.335993253
RUSC1	-0.03404464	0.503510126	0.05732136400000001	0.371074506
TXNDC12	0.046811150999999995	0.503589847	0.091979903	0.170175262
WIPF3	0.043308852	0.504025441	0.022786281000000002	0.7163028790000001
PPP2CB	0.037505566000000004	0.504102124	0.073674335	0.189593612
NUDT15	0.055804419	0.5042774870000001	0.053579147	0.546378591
STARD10	0.07859519200000001	0.504304183	0.124774056	0.32080971
ACOT9	-0.07805242700000001	0.50432296	-0.04789363	0.653740759
NCOA4	-0.050571679	0.504370911	0.036258471	0.59842097
SMARCE1	-0.048181907	0.50460238	-0.065551524	0.340920985
TRAPPC2B;TRAPPC2	-0.055127956	0.504800189	0.135075152	0.058093839
KIF1C	0.036442546	0.504950885	-0.10976414	0.035518381
ZNF227	-0.063559556	0.505273238	-0.085421784	0.35835986299999995
CALML3	0.08008491599999999	0.505303246	-0.024464082	0.772418435
PLEKHA6	0.056065884	0.50550351	-0.145668836	0.06725345099999999
8-Sep	0.057458693	0.505503924	0.035740426	0.716860488
SNIP1	0.057703779000000004	0.505799914	0.024471265	0.7394938990000001
NDNL2	0.05186608	0.505807255	-0.024999505	0.761384625
RGL3	0.039253288	0.50590456	-0.046189414000000005	0.40783453
PDK1	-0.033183573	0.506142533	0.038058495	0.36937237700000003
PDXP	0.050093265	0.506232654	0.135095311	0.147851323
HEXA	0.052884513	0.506305837	0.047791975	0.589881859
RASA1	0.042881705	0.5065220579999999	0.030779074	0.6536114239999999
WDR54	0.046537523	0.506624799	0.052317252	0.44529145200000003
EXOC2	0.040072665	0.506679741	0.05467611	0.37323922600000004
NMD3	0.052185733	0.507166086	0.09009714199999999	0.21360316399999998
NUP37	0.03813924	0.507319011	-0.094995963	0.082729267
HARS2	-0.041164086	0.5073484770000001	-0.01845387	0.703359761
ZSCAN5A	0.071091771	0.507378752	-0.10331303900000001	0.40462009299999996
SNRPD3	0.048329055	0.507531463	-0.003182775	0.958041994
WDR91	0.062110701	0.507975264	0.07465027	0.49394434
USP39	0.041048001	0.508018076	-0.042979968	0.48308736
CAPN7	0.044986984	0.508151475	0.026676814	0.606952022
SKA1	0.053763547	0.508271137	0.040685541	0.48272909299999994
ZNF32	0.073484662	0.508278201	-0.10831823300000001	0.260301905
FBXO46	0.060082348	0.508309015	-0.055437315	0.6214931229999999
PDSS1	-0.054545495	0.5083454829999999	-0.05797929	0.505287167
SUGP2	-0.05004829400000001	0.508406348	-0.252525575	0.000714272
FTL	-0.043943823	0.508599785	0.056247214000000004	0.45112875700000005
LIN52;C14orf46	-0.043148360999999996	0.508699043	0.063051813	0.1955338
PKP4	0.048750071	0.5087112570000001	-0.09218466	0.256835379
HHEX	-0.047000627	0.508721971	-0.146249278	0.009655038000000001
SPTBN5	-0.050362022	0.509088923	0.18893497399999998	0.051031186
PRC1	0.04512381099999999	0.5091002960000001	-0.063380807	0.27044908300000003
LAMC2	-0.062597675	0.509269273	-0.12992628	0.063119299
PGM2L1	0.051010393	0.5093054779999999	0.10723293800000001	0.220656343
GRTP1	0.056155576	0.509313848	-0.077211751	0.38045522200000004
RBM19	0.066325676	0.509510307	-0.03762654	0.721896746
TANC2	-0.034342145	0.5096003020000001	-0.019034398	0.6864689970000001
CLDND1	-0.045074748	0.509643414	-0.02532793	0.66017601
ZCCHC7	0.059184808	0.509817127	-0.06869381599999999	0.516908367
P4HTM	-0.035095436	0.509836339	0.001402035	0.977781648
FAM160A2	0.047020112999999995	0.509851803	0.111229766	0.20216976600000003
MMADHC	0.04467485	0.509900375	-0.058144012	0.213060788
RPL18	-0.043898995	0.51010458	0.104682759	0.23973905199999998
PNMA1	-0.039813312999999996	0.510152495	0.018996512	0.738224762
HCFC1	-0.033154918	0.510261332	-0.12942595099999998	0.064158495
WHAMM	-0.042743805999999995	0.51040388	0.07015433	0.20053295100000001
ZNF330	0.047476462999999997	0.510508206	0.10178258300000001	0.100812052
JADE2	0.071828215	0.510551521	-0.101933804	0.341334625
CCBL1	0.04403933	0.510595014	0.069265913	0.302792028
MPHOSPH8	0.06532558	0.51071416	0.091557125	0.32036738600000003
POLR2B	-0.036728184	0.5107450689999999	0.033178047	0.689337587
MAPK14	0.065947918	0.510761339	0.106829706	0.270737976
RAB40C;RAB40B	0.033585682	0.511009409	0.066848428	0.29711309399999997
ZNF316	-0.038148935	0.5110103970000001	-0.006482173000000001	0.905833573
PLEKHM2	-0.033273187	0.511060389	0.050697094000000005	0.279283066
NOL9	-0.071240348	0.511086779	-0.041759349	0.7060238529999999
DKC1	0.068451449	0.511283809	-0.08452467	0.42882431600000004
UBL4A	-0.053719564000000004	0.5113552170000001	0.117947623	0.141944865
GCC2	-0.047152911	0.512016452	0.085474812	0.243126252
C11orf52	0.063869537	0.51203631	-0.050618535	0.541861984
PHC2	0.057627948	0.512193004	-0.119413848	0.08971166300000001
YWHAZ	-0.060927157	0.512268767	0.13401850199999998	0.130947652
POC5	-0.034636629	0.512275817	-0.014931623	0.754536181
HSPA5	-0.063250087	0.512398489	0.037690574	0.685902977
SNTB1	-0.035953963	0.512405077	-0.045244132	0.392163407
SLBP	0.032322262000000004	0.512664172	-0.062356168	0.22220985
LMNB2	-0.044451233	0.512936555	-0.113936749	0.132188216
NXN	0.047515974	0.513040216	0.013037252	0.904063266
FAM210A	-0.041703379	0.5130822970000001	0.037920897	0.46499494
SNCG	0.08145862599999999	0.513121498	0.127462969	0.30631461
RILPL1	0.054790448	0.513206312	0.023642297000000003	0.778512944
TMOD1	0.07643731	0.513258538	-0.048952642000000005	0.670522477
HNRNPF	0.038029459	0.513499727	-0.001722284	0.970489611
SNAPC4	0.036665183999999997	0.513512979	-0.068665756	0.231151947
SUGT1	0.062342682	0.51362116	0.09788601699999999	0.349892551
ZRSR1	0.044062218	0.513621875	0.027217002	0.73107415
SERINC3	-0.035798422999999996	0.513884502	0.009744286999999999	0.8330170729999999
ARL5A	0.05557663400000001	0.514085035	0.036080946	0.559992824
PIK3CA	0.044854398	0.514097722	0.045550292	0.4880924
DOCK7	0.057758351	0.5141019920000001	-0.052355887000000004	0.393497685
RFTN1	0.058342455	0.514171722	-0.036536865	0.678327758
PSD3	0.049772211	0.514217788	-0.018411094	0.7849312079999999
EPB41L3	-0.063012375	0.514286304	0.062190825	0.583706417
EXOSC5	-0.08008441599999999	0.514337333	-0.008688037	0.951822915
7-Mar	-0.043965092000000004	0.514347168	-0.115030873	0.036324592999999995
RNMTL1	-0.09951536400000001	0.514518632	-0.07986721299999999	0.623969122
RUVBL2	0.037549651	0.514620049	0.001534679	0.975018472
RABGGTA	0.056308351	0.514756065	0.098053635	0.237069891
AAMP	0.051136348	0.51518665	0.068125358	0.291708659
GLOD4	0.06917032299999999	0.5152282770000001	0.12082784199999999	0.279402852
CNN3	0.050815969	0.515556081	0.094388554	0.28319192600000004
NENF	0.055406118	0.515980167	0.081186991	0.291653667
STK38L	0.087349425	0.516448027	-0.118699303	0.20171380100000003
LIMD1	0.044330638	0.51660439	0.066590977	0.318026987
RTN2	-0.038499635	0.517180137	0.094386996	0.20311100399999998
FAM98B	0.035731008	0.517183652	0.003400933	0.944082724
ODF2L	-0.075507831	0.51724813	-0.19044117100000002	0.123426131
PEX16	-0.045145933	0.517263874	-0.023899818	0.705364168
MRPL54	-0.042354740999999994	0.51732331	-0.06546837	0.332956705
ZNF512B	-0.06044630000000001	0.517382673	-0.101010421	0.254667264
RFFL	-0.036408443	0.517462182	0.08359032799999999	0.10086182099999999
SMO	-0.035033737	0.517519477	0.0763787	0.104457595
DCXR	-0.038668605	0.5176202999999999	0.057668910999999996	0.297937801
SMARCD2	0.035925314	0.5176628529999999	-0.04693193	0.38825119799999996
NR2C2	0.055036460999999995	0.5177541689999999	-0.08137109299999999	0.24818526100000002
FCHSD1	0.03333563	0.5179250870000001	0.057194662	0.309322992
ACVR1	-0.038632564	0.517945862	0.056081633	0.256200882
LGALSL	0.061139541	0.518044409	0.12164707	0.148708288
EXOC7	0.038533617	0.518102563	0.041211175	0.540526327
ABI2	0.043014382999999996	0.518164573	0.049530057999999995	0.47691701700000005
TM2D3	-0.047553600999999994	0.518257439	-0.047406272	0.516302452
TOMM22	-0.053545324000000005	0.518813237	-0.159058632	0.11753962800000001
OTUD4	0.039227011	0.5188267129999999	0.06284234	0.204595812
DKK1	-0.095483544	0.5188553379999999	-0.415677956	0.0005182159999999999
AHR	-0.034193667000000004	0.519151088	-0.047992222	0.273433761
KCTD3	0.033377902	0.519757547	0.014060875	0.7414319890000001
PTPMT1	-0.039549312	0.519831935	-0.022833861	0.644994729
NKAP	-0.065179428	0.520014477	-0.208834915	0.06729507700000001
TMEM237	0.046063722	0.5200647429999999	-0.010537658	0.8763179759999999
PLEKHH3	-0.042937379000000005	0.5200777879999999	-0.150782281	0.015368571000000001
LZTS2	0.048871807	0.5202576870000001	-0.11774061599999999	0.090913113
SCML2	0.048429529000000006	0.520426457	-0.037051293	0.6287789220000001
CDK5RAP2	0.04101143	0.520435697	-0.04851931	0.413015536
SLC25A22	-0.063658073	0.5204377170000001	0.027440544	0.705480175
CENPO	0.075326088	0.520538165	-0.076664604	0.50797427
PPAP2C	0.037773721	0.520603168	-0.08031944099999999	0.222829962
PTGES2	-0.04771626	0.5210837939999999	0.09003499	0.150358338
POLR2A	-0.036661625	0.521113198	-0.04369244	0.6123711589999999
UBE2H	0.06674093	0.521144625	0.093642512	0.42821303
GTPBP8	-0.044366109	0.521298292	-0.110744814	0.086798419
ATP8B1	0.037067205	0.52140175	0.014162616000000001	0.7765969559999999
PLEKHA1	0.042853632999999995	0.521448686	0.061799148	0.415022059
DFFA	-0.06684866099999999	0.521464829	0.06988168	0.449610072
SMIM4	0.062288893	0.5214923770000001	-0.15210222	0.117382801
HELLS	0.040062272999999995	0.521578317	-0.108519812	0.03499954
ELP5	0.060995624000000005	0.521982022	0.155742971	0.08512817
NAA25	0.050288581	0.522068228	0.046219077000000004	0.447372955
HMBS	0.052187801	0.522259524	0.07024634	0.390171407
CDC26	-0.046033673	0.522420088	0.038280971000000004	0.481873334
NHP2	0.072391285	0.522451646	-0.087882448	0.36253546700000006
DCK	0.060654902999999996	0.522696583	0.09863697699999999	0.27031483300000003
AVL9	0.054668405	0.522920301	0.08560925900000001	0.371469836
ARFGAP1	0.047542503	0.52297527	0.062795379	0.35574639799999996
H1FX	0.052333135	0.523012131	0.09672198900000001	0.104259361
MAPK13	0.050672669000000004	0.52314158	0.033821058	0.66684672
AADAT	0.05427001099999999	0.523178458	-0.023474916000000002	0.738346197
GPR39	-0.062003675	0.523190512	0.030488991	0.617511495
CFAP36	0.06468919299999999	0.5231943139999999	0.120596959	0.251526857
POLR3E	-0.031284199	0.523486267	-0.010674284	0.817947895
ITPR3	-0.037568646000000004	0.5234915689999999	-0.115076363	0.073205987
HDDC3	0.06506651	0.523530134	0.09105031400000001	0.38577458600000003
MAD2L1	0.03886867	0.523889197	0.087850286	0.12015765199999999
STRAP	0.041981582	0.5243661510000001	0.020634266999999998	0.66064681
HNRNPLL	0.035494302	0.52451614	-0.07493997599999999	0.13138434599999999
FAM120C	0.031042242	0.524569662	0.012927886000000001	0.781785941
AKAP9	0.033009355	0.524598365	-0.020655277	0.615365996
ZXDC	0.050838233	0.524631784	-0.065433333	0.391831634
C8orf33	0.051591559	0.524635331	0.055164385999999996	0.45955765
HOXB13	0.03544816	0.524842593	0.089299578	0.28218691100000004
TRPV1;SHPK	0.046985299	0.524856405	0.09250531099999999	0.17317137100000002
BCAT2	-0.030807001	0.525351601	0.00272515	0.959224812
SRGAP2	-0.038273342	0.525560965	-0.083536763	0.12627408099999998
LMO7	0.056831932	0.525642494	-0.106153995	0.236305016
GSTP1	0.078860986	0.52566031	0.17478002399999998	0.19195130100000002
NSRP1;CCDC55	-0.04336743	0.5259252	-0.129039972	0.068731658
C1orf86;FAAP20	0.037778833	0.5259974510000001	0.090383953	0.19630941600000001
PIK3CB;DKFZp779K1237	0.039051317	0.526004323	0.123734219	0.097557973
SNX24	-0.04957339400000001	0.526037911	0.165983564	0.390828822
PRIMPOL	0.043118036	0.5260618420000001	0.043829347000000005	0.476453435
TMOD2	0.044981667999999995	0.526074234	-0.016725821999999998	0.7938282959999999
JAK1	-0.036353958	0.5262384720000001	0.025953202999999998	0.54446196
DDX28	-0.076865537	0.526372349	-0.148838495	0.19142736800000001
HABP4	0.041348688	0.526475354	0.030486975	0.616745231
DGKZ	0.031730096	0.526554712	-0.026375729	0.5260922889999999
LIPT1	-0.051907577	0.52691938	-0.09092198300000001	0.35064431100000004
MB21D2	0.043983112000000005	0.526923432	0.089601791	0.136449602
KTI12	0.036800545	0.52697014	-0.016859449	0.709510546
TJP1	0.053965809000000003	0.527067188	-0.109509452	0.20362445199999998
TOMM6	-0.066578176	0.5273886	-0.08049518900000001	0.5470663889999999
TTC39C	0.03773166	0.527849409	0.063241723	0.24601976600000003
RASSF1	-0.033571055	0.5279683629999999	-0.058209251	0.253974623
GALK1	0.050151237	0.528209229	0.057580083	0.482488049
GPN1	-0.048882428	0.528239644	0.08455474699999999	0.206618692
C12orf57	0.054887989000000005	0.528428325	0.104694791	0.22379063300000002
EXOC4	0.041474699999999996	0.528466873	0.072423218	0.3213824
CLSTN1	-0.038981906000000004	0.5284945129999999	0.025429567	0.681549693
TMEM9B	-0.077997914	0.528575449	0.146408215	0.21376141
SEMA4C	0.044886905	0.5286397429999999	-0.032499009	0.634073625
TRAF2	-0.041991134000000006	0.528830889	0.032207221	0.538380611
EIF3H	0.056544005999999994	0.5289809	0.150261583	0.067687873
FXYD6	-0.046430422	0.529013913	-0.00236651	0.966558105
CAPG	0.067676369	0.529340578	0.12300724099999999	0.286117562
TMCO4	-0.113568315	0.5294178860000001	0.314244843	0.068900262
CLOCK	0.054034589	0.529477126	-0.15016693	0.036208777000000004
SLC19A1	-0.032067515	0.529624996	-0.009211695	0.884590063
TIGD5	0.052356968	0.529680625	-0.03431583	0.47968749299999996
CDKN2A	0.064337808	0.529760456	-0.10898120900000001	0.330477544
GSS	0.058951950999999995	0.529794399	0.09892725699999999	0.356766161
CCNB1	-0.045454401	0.5298722229999999	-0.048898545999999994	0.435505766
TYW5	0.038107997000000005	0.530022698	0.041432106	0.44131257799999996
COX8A	-0.038778022999999995	0.530058405	-0.0798574	0.159300516
USP1	0.038189946	0.530133532	-0.045280907999999995	0.449185059
KDM5B	0.055274658	0.530464374	0.0042878859999999994	0.949087845
RANBP3	-0.06830288799999999	0.530674622	0.145979445	0.081158277
ING4	0.053904892999999995	0.530686004	-0.023183224	0.810618161
IARS	-0.077454804	0.530727259	0.130460607	0.273337899
MRTO4	0.047098852999999996	0.530799453	-0.032862233	0.744658281
FEM1B	0.037952417999999995	0.530879322	-0.07056775	0.197469052
TSPAN6	0.036157583	0.53088392	0.07853873	0.19179634899999998
RAB27B	0.040364749	0.530900768	0.025214176	0.639205461
ZDHHC8	-0.04428557599999999	0.530943191	0.083474932	0.271500142
ATP9B	0.05131626	0.531091376	0.04478961	0.459289185
TNIP2	0.041459465	0.531367377	-0.017846263	0.8792249059999999
CBL	0.047747377	0.5313837889999999	0.09452973099999999	0.252336732
SGSH	-0.046969229	0.531393227	0.074838326	0.31367285100000003
SDHAF2	-0.057268232	0.531459962	-0.119803343	0.163997581
CRABP2	0.055486192000000004	0.532068206	0.103885715	0.39792073200000005
ANAPC5	0.037175288	0.532093547	0.048257709	0.36641336
SYAP1	0.066629307	0.532215396	0.13728289400000002	0.195148185
SLC1A1	-0.044207662	0.532287656	0.11042666599999999	0.064933786
EPB41L2	0.037258104	0.5324778170000001	0.05006612	0.410958463
SKP1	0.031644441	0.532499596	-0.016958363	0.677630485
ZNF888	-0.060484742	0.532509586	-0.185917623	0.05757073099999999
TOR1AIP1	-0.04035307	0.532569882	-0.07079911900000001	0.27385071899999996
TAF6L	-0.030786547	0.532835915	-0.048013988	0.26430387699999996
FAM83F	0.056935743	0.532940641	-0.105223474	0.210124865
CDH15	0.037860682	0.533031583	-0.057646759000000006	0.436070137
MED25	-0.032597138	0.533056127	0.039682333	0.364085286
PSMA3	-0.050966574	0.533173218	0.107726562	0.129068515
ZC3H14	0.039422386000000004	0.533199781	-0.111990425	0.270925731
C11orf68	0.055303116	0.533297018	0.039359952000000004	0.55855335
TBC1D20	-0.03041413	0.533407764	-0.00610996	0.897000895
NKIRAS1	0.049936735	0.533436771	-0.011690927	0.8790083409999999
SLX4IP	0.039569626000000004	0.533467369	-0.011353918999999999	0.861079631
MTM1	0.037315265	0.53359512	0.053544397	0.257030181
FCHSD2	0.033273853	0.533760213	0.046208774	0.412032978
LRP8	-0.038587112	0.5338340420000001	-0.012613788	0.803324534
RBX1	0.048267392	0.5338656310000001	0.08630706199999999	0.292085731
NT5E	-0.04180066	0.534163797	-0.067869725	0.382354639
FAM60A	-0.048712353	0.5343943179999999	-0.149410972	0.049333274
ILKAP;ILKAP3	0.042204509	0.53441513	0.068764285	0.358469886
SMYD5	0.045468287999999996	0.534596615	0.09392145699999999	0.138074255
NT5DC1	0.056878985	0.5346170170000001	0.11005164199999999	0.21733374
PRKAA1	0.029855966	0.534651354	0.009020271	0.851183384
CAMKK2	0.036003636	0.534656061	0.11830242	0.081216621
ZFPL1	-0.036322534	0.534824692	-0.04287635	0.48557914799999996
MOXD1	0.039113468	0.534830284	0.041181842999999996	0.501064084
CORO7-PAM16;CORO7;PAM16	-0.030249549	0.534942847	0.001388646	0.9746813679999999
CSNK1E	0.042934560999999996	0.535025171	-0.019434817	0.750249724
CTH	0.052359569	0.535042683	0.109583199	0.20839424199999998
S100A4	0.076868214	0.535090564	0.091355115	0.550138337
ZNF638	-0.050302609000000005	0.5352164620000001	-0.14162080900000001	0.035360975
PITHD1	0.059020515	0.535324379	0.086296957	0.416346108
KHDRBS3	0.036484063	0.535401492	0.09399979300000001	0.408413229
ASMTL	-0.055495817999999995	0.5354172660000001	0.098645598	0.296635143
GSTO1	0.06847382	0.535476615	0.130607595	0.229798605
ZNF552	-0.053181714000000005	0.535626001	-0.128402371	0.154030217
HTRA2	-0.042608553	0.5356634720000001	0.023111426	0.605373507
ST5	0.050685137000000005	0.535687105	-0.09533551	0.21915852600000002
MYO1E	0.042771487000000004	0.535746166	0.18347203199999998	0.09811863900000001
GPN3	-0.044355017000000004	0.535782451	0.094961306	0.235587618
UBAP2	0.04917250099999999	0.53593661	0.09240138699999999	0.219635428
PPME1	0.050865355999999994	0.53598101	0.078805993	0.299034182
AFF4	-0.034530964	0.536107739	-0.00107903	0.9868403609999999
FIGNL1	-0.034559453	0.536133166	0.023248172	0.628646614
ZGPAT	-0.048138125	0.5362335229999999	-0.049500790999999995	0.49585300200000004
KATNAL2	-0.03636094	0.53661844	0.01641937	0.6922342229999999
FPGT;FPGT-TNNI3K	0.051395826	0.53664545	0.037446422	0.66305584
MARS2	0.040270635	0.5368069010000001	-0.047271787999999995	0.5025925170000001
QTRTD1	0.030314667000000003	0.5368723320000001	0.03477064	0.428302914
PEX11B	-0.03966319	0.537137279	0.095512341	0.13683523
ZNF627	-0.049747695	0.537176396	-0.129042817	0.09104741599999999
MKX	0.061319318	0.537265509	-0.074428081	0.320832344
ZFAND6	0.040652808	0.537408486	0.093606444	0.10757758199999999
DUSP11	-0.061940505	0.537465665	-0.148615953	0.150659708
ZNF280B	-0.043237532	0.537518267	-0.016876738	0.7351686690000001
BCAS2	0.041286951	0.537626591	-0.00700376	0.882063798
CNIH4	0.035470976	0.5376504639999999	-0.00656564	0.885782513
PSMC6	-0.047293338	0.5376754579999999	0.106634282	0.138987855
CNKSR1	-0.036981299	0.53818372	0.072089105	0.241034952
HIP1R	0.031812949	0.538220716	-0.017293677	0.7131899009999999
SPRED1	-0.046741455	0.538254189	0.031464816	0.688922897
SELT	-0.033794213999999996	0.538645681	0.014634165	0.793577725
KNOP1	0.061833505999999996	0.5391039670000001	0.09446383400000001	0.253878155
CNDP2	0.062733681	0.539158948	0.122366747	0.21109610000000004
WARS	0.068842472	0.539397217	0.117085	0.269935039
WEE1	0.036805127	0.539579705	-0.142588018	0.006922149
NUP155	0.032361162	0.539655759	-0.06576866599999999	0.186647443
CCDC167	-0.042925068	0.539694617	0.035668181	0.5128892660000001
FLAD1	-0.034932872999999996	0.539810961	0.037856453	0.44720047700000004
TPT1	0.063220471	0.53982433	0.100804024	0.26184670600000004
FAM175A	0.0442415	0.539831897	0.010738403999999998	0.858948286
C2orf76	0.054286307	0.53986737	0.10699853	0.282626333
NUCB2	-0.037715306000000004	0.540063373	0.036132113	0.528958998
ZNF777	0.053009532000000005	0.54026288	-0.087666334	0.429329655
PER1	-0.034576055	0.540408782	-0.001644781	0.972330987
DCAF12	0.04349893	0.540416357	0.037060964	0.631006049
ISG20L2	0.076973157	0.540518159	0.035043946	0.7836312459999999
ENO2	0.046553315	0.540744051	0.108348715	0.137633585
NUP205	0.033197887	0.540883809	-0.108576949	0.051066272999999995
ZNRF2	0.044466831	0.541056484	-0.017141946	0.7625126320000001
ANAPC7	0.039614181	0.54122324	0.065175195	0.242744145
ACAD10	-0.037093638	0.541448877	-0.021347223	0.650620043
LZTR1	-0.051488569000000005	0.541496338	0.096001364	0.28268727899999996
ARNTL	0.053106216	0.541590216	-0.125466235	0.08728884099999999
CRLF3	0.042844173	0.541662474	0.057964633	0.43199767899999997
SLC30A1	-0.041924427	0.541879333	-0.005921183000000001	0.929435208
EIF2A	0.04301565	0.5425477129999999	0.081643091	0.13615551
METTL15	-0.041565458	0.542594095	-0.111738318	0.046964588
UBE2N	0.063214597	0.542599825	0.14999046	0.130186756
C9orf41	-0.038892382	0.542630191	-0.07763708799999999	0.162037501
GEMIN6	0.039157835	0.5427543020000001	0.112113495	0.063580467
TXN2	-0.04124457	0.54294924	-0.033468622	0.672152434
ZNF438	-0.061734711	0.543096146	-0.215532317	0.025528621
ZNF398	-0.043290151	0.543173675	-0.187670165	0.029847586000000002
FAM32A	-0.046750386	0.5432282970000001	-0.184874311	0.009950025999999999
STXBP2	0.036599479	0.5433325760000001	0.028954938	0.6635584529999999
HDAC8	-0.039545954	0.543408283	0.009653215	0.8845518240000001
TRAM2	-0.047381489000000006	0.5436006870000001	-0.043627439000000004	0.56228374
RPS6KA3	0.04031444	0.543770988	0.056226292000000004	0.405754247
TADA1	-0.030391741	0.544458853	-0.042964045	0.421604637
RPL13A;RPL13a	0.041894817	0.54450019	0.052420387	0.335158799
