TF	NOI_DMSO_vs_Palbo_DMSO_Corrected E-Score	NOI_DMSO_vs_Palbo_DMSO_Events	NOI_DMSO_vs_Palbo_DMSO_Corrected P-adj	NOI_DMSO_vs_Palbo_DMSO_sig	NOI_DMSO_vs_SY5609_DMSO_Corrected E-Score	NOI_DMSO_vs_SY5609_DMSO_Events	NOI_DMSO_vs_SY5609_DMSO_Corrected P-adj	NOI_DMSO_vs_SY5609_DMSO_sig	NOI_DMSO_vs_NOI_IFN_Corrected E-Score	NOI_DMSO_vs_NOI_IFN_Events	NOI_DMSO_vs_NOI_IFN_Corrected P-adj	NOI_DMSO_vs_NOI_IFN_sig	SY5609_DMSO_vs_SY5609_IFN_Corrected E-Score	SY5609_DMSO_vs_SY5609_IFN_Events	SY5609_DMSO_vs_SY5609_IFN_Corrected P-adj	SY5609_DMSO_vs_SY5609_IFN_sig
PBX1_HUMAN.H11MO.0.A	-0.010604144837106422	399	1.0	False	0.014436017715242944	399	1.0	False	-0.03273239653612797	399	1.0	False	0.01620252923949649	399	1.0	False
NKX32_HUMAN.H11MO.0.C	-0.01061314636242025	850	1.0	False	-0.08349425280506839	850	1.0	False	0.05207115591509126	850	1.0	False	0.04003380362557843	850	1.0	False
TF7L2_HUMAN.H11MO.0.A	-0.010870699593555522	546	1.0	False	-0.038294356113951655	546	1.0	False	-0.028340234829247413	546	1.0	False	-0.011505341724012524	546	1.0	False
SMCA5_HUMAN.H11MO.0.C	-0.011156513264662993	519	1.0	False	-0.013535433744100545	519	1.0	False	-0.10307907868675975	519	0.424	False	-0.014116514877958385	519	1.0	False
COT2_HUMAN.H11MO.0.A	-0.011375772974218434	1136	1.0	False	0.025513494118539426	1136	1.0	False	-0.01782433791566368	1136	1.0	False	-0.031987997596449304	1136	1.0	False
CLOCK_HUMAN.H11MO.0.C	-0.01286094036384855	708	1.0	False	0.018940773783533316	708	1.0	False	-0.0349290272009708	708	1.0	False	-0.03364114290806028	708	1.0	False
MEIS1_HUMAN.H11MO.0.A	-0.013310227423254606	344	1.0	False	-0.07135247323597899	344	1.0	False	0.08315414165261376	344	1.0	False	0.09612860563812801	344	1.0	False
KLF5_HUMAN.H11MO.0.A	-0.013334857347821027	6924	1.0	False	-0.018355209816564966	6924	1.0	False	-0.03587893461066899	6924	0.1	False	-0.012625658890818306	6924	1.0	False
TBX3_HUMAN.H11MO.0.C	-0.014847133610447982	2792	1.0	False	0.00010093441518999047	2792	1.0	False	0.014819789951359297	2792	1.0	False	-0.004793181371221967	2792	1.0	False
FOXA3_HUMAN.H11MO.0.B	-0.015108476098753348	702	1.0	False	-0.01447807077429683	702	1.0	False	0.05250449767736953	702	1.0	False	0.016097554178527387	702	1.0	False
MZF1_HUMAN.H11MO.0.B	-0.015662253723669584	1420	1.0	False	-0.0323614607013723	1420	1.0	False	-0.035989517371248836	1420	1.0	False	0.040692521656718744	1420	1.0	False
HSF1_HUMAN.H11MO.0.A	-0.01617416956347817	1592	1.0	False	0.0025715856043583285	1592	1.0	False	-0.01564449182700911	1592	1.0	False	-0.010689069167903046	1592	1.0	False
SMAD4_HUMAN.H11MO.0.B	-0.01664039374247439	1301	1.0	False	0.2175272003765547	1301	1e-13	True	-0.11758142529516913	1301	0.001	True	-0.0827845041755455	1301	0.1	False
NR2C2_HUMAN.H11MO.0.B	-0.017051690615114024	512	1.0	False	0.03716837075949819	512	1.0	False	0.023600616265193775	512	1.0	False	0.024709683886561737	512	1.0	False
SOX2_HUMAN.H11MO.0.A	-0.017222875593250586	1685	1.0	False	0.005850690600887082	1685	1.0	False	-0.015785566836828413	1685	1.0	False	0.004296174815039683	1685	1.0	False
ZN214_HUMAN.H11MO.0.C	-0.017947409029443195	869	1.0	False	0.046779426479720054	869	1.0	False	-0.06842244669299691	869	0.667	False	-0.016030714083322097	869	1.0	False
ZN816_HUMAN.H11MO.0.C	-0.018243951844867934	1923	1.0	False	0.00901198692564148	1923	1.0	False	0.003179676135479481	1923	1.0	False	-0.0009078612255987648	1923	1.0	False
MYCN_HUMAN.H11MO.0.A	-0.01831899765660855	799	1.0	False	-0.05205913542642154	799	1.0	False	-0.0013175577101128266	799	1.0	False	-0.003226588755419856	799	1.0	False
NFKB2_HUMAN.H11MO.0.B	-0.018515872295336633	1038	1.0	False	-0.024240456119564324	1038	1.0	False	0.01622332903266116	1038	1.0	False	0.014238868267304161	1038	1.0	False
ANDR_HUMAN.H11MO.0.A	-0.018771769846387343	4751	1.0	False	-7.503258062999119e-05	4751	1.0	False	0.002291280490305303	4751	1.0	False	0.009959648575071998	4751	1.0	False
DBP_HUMAN.H11MO.0.B	-0.018940481880783733	263	1.0	False	0.014572479846690634	263	1.0	False	0.020005453675992657	263	1.0	False	-0.0029646112592324175	263	1.0	False
SRBP2_HUMAN.H11MO.0.B	-0.01935429133403238	3057	1.0	False	-0.008265648360912536	3057	1.0	False	-0.032616157447530214	3057	1.0	False	-0.024680127666142304	3057	1.0	False
E2F1_HUMAN.H11MO.0.A	-0.01948438127741342	2159	1.0	False	-0.10173362247664303	2159	0.001	True	0.11794481108560612	2159	1e-05	True	0.012023090944667667	2159	1.0	False
ZN335_HUMAN.H11MO.0.A	-0.01983346002377906	1637	1.0	False	-0.007258473450039327	1637	1.0	False	0.03624850767923321	1637	1.0	False	0.008918762123339571	1637	1.0	False
ZEB1_HUMAN.H11MO.0.A	-0.02143012070164707	881	1.0	False	0.01684623334998192	881	1.0	False	0.02946787462288053	881	1.0	False	0.009585695321316484	881	1.0	False
NR6A1_HUMAN.H11MO.0.B	-0.021905918794223433	866	1.0	False	-0.032469688694773624	866	1.0	False	0.01390493279156102	866	1.0	False	0.029374596240017127	866	1.0	False
ZBT48_HUMAN.H11MO.0.C	-0.021964279973589906	170	1.0	False	-0.026496811398530273	170	1.0	False	0.0269929882411436	170	1.0	False	-0.022607772503547542	170	1.0	False
MAFG_HUMAN.H11MO.0.A	-0.022264411009373986	512	1.0	False	-0.013855465918223342	512	1.0	False	-0.093444763337659	512	0.675	False	-0.010053319893610682	512	1.0	False
TWST1_HUMAN.H11MO.0.A	-0.022449363979962444	771	1.0	False	-0.012486256216605596	771	1.0	False	0.057427542393719	771	1.0	False	0.012240896541635933	771	1.0	False
ZN350_HUMAN.H11MO.0.C	-0.022719776179535828	921	1.0	False	0.012735894640253181	921	1.0	False	-0.013733932907499191	921	1.0	False	0.06273214033681533	921	0.782	False
HXA1_HUMAN.H11MO.0.C	-0.02286310632204122	399	1.0	False	0.026183102637719446	399	1.0	False	0.0018738932675007591	399	1.0	False	-0.0328627373739763	399	1.0	False
PTF1A_HUMAN.H11MO.0.B	-0.02392514283938829	3408	1.0	False	-0.0016965520047784177	3408	1.0	False	-0.01953299123612462	3408	1.0	False	-0.0162919795324414	3408	1.0	False
HNF6_HUMAN.H11MO.0.B	-0.025097056451242522	958	1.0	False	-0.019229834316308148	958	1.0	False	0.04451913231607585	958	1.0	False	0.038588183066616925	958	1.0	False
ZN528_HUMAN.H11MO.0.C	-0.025475724524608168	1237	1.0	False	-0.011336324718640933	1237	1.0	False	-0.07502763446276528	1237	1.0	False	-0.023811666799014947	1237	1.0	False
HXA10_HUMAN.H11MO.0.C	-0.025807885279299864	473	1.0	False	-0.04706989113376059	473	1.0	False	0.005171871476131046	473	1.0	False	-0.0010920317479847473	473	1.0	False
HSF2_HUMAN.H11MO.0.A	-0.026015465962108908	907	1.0	False	-0.00324435730422995	907	1.0	False	-0.04391103661069712	907	1.0	False	9.230721962483028e-05	907	1.0	False
COT1_HUMAN.H11MO.0.C	-0.026303749590106007	4370	1.0	False	0.017894594887517046	4370	1.0	False	-0.03743578078099841	4370	1.0	False	-0.011821486561924322	4370	1.0	False
PO2F1_HUMAN.H11MO.0.C	-0.026616068046853736	986	1.0	False	-0.007122541018800055	986	1.0	False	0.021094599317151685	986	1.0	False	0.018913629503831183	986	1.0	False
MAF_HUMAN.H11MO.0.A	-0.02762236851188335	971	1.0	False	0.07853017683107477	971	1.0	False	-0.013781493578274073	971	1.0	False	0.003087710356071652	971	1.0	False
RUNX3_HUMAN.H11MO.0.A	-0.027869622774397723	1716	1.0	False	0.15269067611705306	1716	1e-08	True	-0.11541195879314065	1716	0.0001	True	-0.08059376196111413	1716	0.1	False
OLIG2_HUMAN.H11MO.0.B	-0.028449592848909522	2085	1.0	False	0.0025047514628687706	2085	1.0	False	-0.03271602938524493	2085	1.0	False	0.005449856793576379	2085	1.0	False
SOX4_HUMAN.H11MO.0.B	-0.029061148337837933	1355	1.0	False	-0.022296419431727416	1355	1.0	False	0.022006643973083773	1355	1.0	False	-0.002005796043642729	1355	1.0	False
MYOD1_HUMAN.H11MO.0.A	-0.02914969885769625	2314	1.0	False	-0.001360370157324431	2314	1.0	False	0.026245667863078692	2314	1.0	False	-0.023139265416912927	2314	1.0	False
CEBPA_HUMAN.H11MO.0.A	-0.029448430521487545	312	1.0	False	0.019111302044161893	312	1.0	False	-0.00994215470943427	312	1.0	False	0.018039697171703076	312	1.0	False
HXA13_HUMAN.H11MO.0.C	-0.031750941565718255	414	1.0	False	-0.038958981336889825	414	1.0	False	-0.07109289447865244	414	1.0	False	-0.02031754867635398	414	1.0	False
ATF4_HUMAN.H11MO.0.A	-0.032374038987497245	370	1.0	False	-0.0033180964872661922	370	1.0	False	-0.05228751933692172	370	1.0	False	0.0007418772815297198	370	1.0	False
MYC_HUMAN.H11MO.0.A	-0.032645084731714624	389	1.0	False	-0.04048501842281221	389	1.0	False	-0.08668748535605053	389	1.0	False	0.004216674055879475	389	1.0	False
GFI1_HUMAN.H11MO.0.C	-0.03274338964620546	732	1.0	False	-0.05658916748273213	732	1.0	False	0.010055957751756162	732	1.0	False	0.012504638632198615	732	1.0	False
NR1I2_HUMAN.H11MO.0.C	-0.033419198703215525	677	1.0	False	0.023306149727040898	677	1.0	False	-0.02150409844669271	677	1.0	False	-0.009990605471362938	677	1.0	False
REL_HUMAN.H11MO.0.B	-0.03425362579064972	864	1.0	False	-0.010671151524530631	864	1.0	False	-0.10416585971612974	864	0.1	False	-0.017077270083051474	864	1.0	False
NFKB1_HUMAN.H11MO.1.B	-0.034265215341352295	740	1.0	False	0.011973861129276342	740	1.0	False	0.0018889533444980677	740	1.0	False	0.016307905713494115	740	1.0	False
ZN680_HUMAN.H11MO.0.C	-0.034485633197857246	1073	1.0	False	0.02945309515582556	1073	1.0	False	-0.08917100344750883	1073	0.1	False	-0.004621256899784354	1073	1.0	False
MEF2B_HUMAN.H11MO.0.A	-0.034723978718217585	1637	1.0	False	-0.06268179089097045	1637	1.0	False	0.05183498444482454	1637	0.607	False	0.0408113215118908	1637	1.0	False
NR2E3_HUMAN.H11MO.0.C	-0.03475550568154406	1135	1.0	False	-0.010157215501613054	1135	1.0	False	0.0739921891206351	1135	1.0	False	0.04602470894959972	1135	1.0	False
ZN317_HUMAN.H11MO.0.C	-0.03487529747071291	979	1.0	False	0.11576771700313071	979	0.01	True	-0.053747869073978105	979	1.0	False	-0.011093871934097372	979	1.0	False
LEF1_HUMAN.H11MO.0.A	-0.036813029836001016	1541	1.0	False	0.058167477215276236	1541	1.0	False	-0.049342375060800636	1541	0.629	False	-0.0406796704523889	1541	1.0	False
ZNF85_HUMAN.H11MO.0.C	-0.03703990263088183	1063	1.0	False	0.07520413187088273	1063	1.0	False	0.010014304100923577	1063	1.0	False	0.02877081831123887	1063	1.0	False
SMCA1_HUMAN.H11MO.0.C	-0.03813672608864083	833	1.0	False	0.032378128000046275	833	1.0	False	-0.03486917063859435	833	1.0	False	-0.0672291742374395	833	0.718	False
HEN1_HUMAN.H11MO.0.C	-0.03820587551124677	1776	1.0	False	0.004518761164930607	1776	1.0	False	0.027491671529133954	1776	1.0	False	-0.01913667652464524	1776	1.0	False
TFDP1_HUMAN.H11MO.0.C	-0.038325575628193775	1568	1.0	False	-0.08240401206661474	1568	0.1	False	0.0991462485081378	1568	0.01	True	0.014840287243919247	1568	1.0	False
MTF1_HUMAN.H11MO.0.C	-0.03980354866509783	197	1.0	False	-0.07272981371579373	197	1.0	False	-0.0003147373020456201	197	1.0	False	0.07179559361530491	197	1.0	False
FOXO1_HUMAN.H11MO.0.A	-0.03982853271664097	1061	1.0	False	0.028499699950761154	1061	1.0	False	-0.060272028127192345	1061	0.747	False	0.006766902690833144	1061	1.0	False
STAT6_HUMAN.H11MO.0.B	-0.039896268427411175	1216	1.0	False	0.03738803127501833	1216	1.0	False	-0.02759371615859152	1216	1.0	False	-0.028096189444584037	1216	1.0	False
REST_HUMAN.H11MO.0.A	-0.03991867087911877	1440	1.0	False	-0.0105660477988192	1440	1.0	False	-0.05058414239372788	1440	0.849	False	0.009070634512214728	1440	1.0	False
STA5B_HUMAN.H11MO.0.A	-0.039983935072860605	1286	1.0	False	0.02144136364236071	1286	1.0	False	0.05108071669638081	1286	0.986	False	0.032970774472042705	1286	1.0	False
ZN667_HUMAN.H11MO.0.C	-0.04185836763684775	1046	1.0	False	0.0008348042503761866	1046	1.0	False	0.0033900309732694534	1046	1.0	False	-0.006576264912490505	1046	1.0	False
PKNX1_HUMAN.H11MO.0.B	-0.04192375511687546	676	1.0	False	0.023656659782907763	676	1.0	False	-0.06137090126197475	676	1.0	False	-0.02010112860474475	676	1.0	False
ZN563_HUMAN.H11MO.0.C	-0.04234583114008822	1369	1.0	False	-0.02375082521671723	1369	1.0	False	0.02970638665881431	1369	1.0	False	0.008133054945779334	1369	1.0	False
GCR_HUMAN.H11MO.0.A	-0.043442795381993304	723	1.0	False	0.007588680013573712	723	1.0	False	-0.05919189584361506	723	1.0	False	-0.007346439536716794	723	1.0	False
NR1I3_HUMAN.H11MO.0.C	-0.04357257742584386	781	1.0	False	-0.031620744882154384	781	1.0	False	0.011252665170615905	781	1.0	False	0.028565262204027803	781	1.0	False
TF7L1_HUMAN.H11MO.0.B	-0.044100040910972055	771	1.0	False	-0.04475500741833227	771	1.0	False	-0.04151495389073617	771	1.0	False	-0.013838919342157538	771	1.0	False
NR5A2_HUMAN.H11MO.0.B	-0.044377977876870756	1473	1.0	False	0.07640032008684733	1473	0.1	False	-0.04639164182273059	1473	1.0	False	-0.0071862575440169475	1473	1.0	False
NKX21_HUMAN.H11MO.0.A	-0.0446537552416475	338	1.0	False	-0.022659364858064468	338	1.0	False	0.010286646307364922	338	1.0	False	0.0444022861795247	338	1.0	False
GFI1B_HUMAN.H11MO.0.A	-0.04542058200238583	732	1.0	False	-0.04285102219436962	732	1.0	False	-0.009259129029167479	732	1.0	False	0.01237310110993019	732	1.0	False
NKX31_HUMAN.H11MO.0.C	-0.04582254337523742	818	1.0	False	-0.003399097055848871	818	1.0	False	0.0347366524621629	818	1.0	False	0.02119467990911702	818	1.0	False
MYB_HUMAN.H11MO.0.A	-0.0458964388483033	605	1.0	False	0.038247180625537835	605	1.0	False	-0.041695453117865655	605	1.0	False	-0.00027407515863701014	605	1.0	False
TBX21_HUMAN.H11MO.0.A	-0.0460493711435907	1310	1.0	False	0.02939354689565965	1310	1.0	False	-0.05034659148241738	1310	1.0	False	-0.024334733260471933	1310	1.0	False
PO3F2_HUMAN.H11MO.0.A	-0.04717568428355551	962	1.0	False	0.004393260694096401	962	1.0	False	-0.013319647893565156	962	1.0	False	0.030081765232345695	962	1.0	False
E2F5_HUMAN.H11MO.0.B	-0.04796712188809443	54	1.0	False	-0.01044009161425824	54	1.0	False	0.1933502659510838	54	1.0	False	-0.05573311312857169	54	1.0	False
TEAD4_HUMAN.H11MO.0.A	-0.04911619008163634	1128	1.0	False	0.017602292448285123	1128	1.0	False	-0.049178915285155334	1128	1.0	False	-0.059060365648702026	1128	0.763	False
ZN250_HUMAN.H11MO.0.C	-0.049200680464618535	1038	1.0	False	0.1310738164672534	1038	0.001	True	-0.06275121690679725	1038	0.532	False	0.002246789847551795	1038	1.0	False
PBX3_HUMAN.H11MO.0.A	-0.04953760692331455	676	1.0	False	0.031907714068593274	676	1.0	False	-0.07297143584775528	676	0.925	False	-0.020180129315107067	676	1.0	False
SRF_HUMAN.H11MO.0.A	-0.049816116794698995	844	1.0	False	-0.01600963000212907	844	1.0	False	-0.02237501706267936	844	1.0	False	0.06785500434403917	844	0.744	False
SOX17_HUMAN.H11MO.0.C	-0.05003975647926401	513	1.0	False	0.026171197065648633	513	1.0	False	-0.019873143496577927	513	1.0	False	0.029079729643643994	513	1.0	False
NDF1_HUMAN.H11MO.0.A	-0.052417706875601044	338	1.0	False	0.09046213680359255	338	1.0	False	-0.06392384973043858	338	1.0	False	-1.796443899393374e-05	338	1.0	False
NR2C1_HUMAN.H11MO.0.C	-0.055566721238833716	959	1.0	False	-0.0023300097299880917	959	1.0	False	0.009306284099855566	959	1.0	False	0.012240040271179555	959	1.0	False
RUNX1_HUMAN.H11MO.0.A	-0.05610996102898044	1055	1.0	False	0.0650510355529006	1055	0.518	False	-0.09892876267198492	1055	0.1	False	-0.07506646085487591	1055	1.0	False
PRGR_HUMAN.H11MO.0.A	-0.0568647347817304	833	1.0	False	0.02696532484775438	833	1.0	False	-0.038057920912818566	833	1.0	False	-0.004236493639873896	833	1.0	False
TCF7_HUMAN.H11MO.0.A	-0.06139492385999512	886	1.0	False	0.01907383327174128	886	1.0	False	-0.09213111530178547	886	1.0	False	-0.013702659228895981	886	1.0	False
RORG_HUMAN.H11MO.0.C	-0.062183095159128454	559	1.0	False	0.043456464908337294	559	1.0	False	-0.02339266721462141	559	1.0	False	-0.008153237172188707	559	1.0	False
NFIA_HUMAN.H11MO.0.C	-0.062370653021082134	754	1.0	False	0.057300264767747355	754	1.0	False	-0.08074310661718614	754	0.487	False	0.0010195618988269716	754	1.0	False
ZN549_HUMAN.H11MO.0.C	-0.06358522408971237	661	1.0	False	0.06144510779611739	661	1.0	False	-0.02568862340250916	661	1.0	False	0.03325141599724764	661	1.0	False
PAX6_HUMAN.H11MO.0.C	-0.06645016474315915	145	1.0	False	0.047768120845812834	145	1.0	False	-0.0213054149279997	145	1.0	False	-0.066498183936592	145	1.0	False
ZN582_HUMAN.H11MO.0.C	-0.0674063532818173	476	1.0	False	0.060974170834671104	476	1.0	False	-0.08399430399249674	476	0.907	False	-0.025122977872528277	476	1.0	False
RORA_HUMAN.H11MO.0.C	-0.06776303827971486	634	1.0	False	0.025434685237916366	634	1.0	False	-0.010840444940043936	634	1.0	False	0.0037206088951457234	634	1.0	False
MEIS2_HUMAN.H11MO.0.B	-0.0694031385593191	521	1.0	False	0.009117415369782056	521	1.0	False	0.02981187459157758	521	1.0	False	0.010239498143632468	521	1.0	False
BRAC_HUMAN.H11MO.0.A	-0.0724284076961553	679	1.0	False	0.1089587948119804	679	0.1	False	-0.06450937646252725	679	1.0	False	-0.027229742872836034	679	1.0	False
PBX2_HUMAN.H11MO.0.C	-0.07279216043176182	542	1.0	False	0.048248914805563065	542	1.0	False	0.01838305726338424	542	1.0	False	0.041346074268078445	542	1.0	False
GLI3_HUMAN.H11MO.0.B	-0.07593135387918204	607	1.0	False	0.0050824203023059344	607	1.0	False	-0.043557823575620436	607	1.0	False	-0.03239384696625923	607	1.0	False
PRD14_HUMAN.H11MO.0.A	-0.08077331250863753	405	1.0	False	0.015507463487422879	405	1.0	False	0.008808398854557253	405	1.0	False	-0.022004408789082497	405	1.0	False
CEBPB_HUMAN.H11MO.0.A	-0.08299436817936215	297	1.0	False	0.02208350627007996	297	1.0	False	-0.003149580393845164	297	1.0	False	-0.0177028602410819	297	1.0	False
