NAME	dbtype	SIZE	NES_NOI_DMSO_vs_Palbo_DMSO	FDR_q-val_NOI_DMSO_vs_Palbo_DMSO	NES_NOI_DMSO_vs_SY5609_DMSO	FDR_q-val_NOI_DMSO_vs_SY5609_DMSO	NES_NOI_DMSO_vs_NOI_IFN	FDR_q-val_NOI_DMSO_vs_NOI_IFN	NES_SY5609_DMSO_vs_SY5609_IFN	FDR_q-val_SY5609_DMSO_vs_SY5609_IFN
ABNORMAL_MORPHOLOGY_OF_THE_MUSCULATURE_OF_THE_NECK	HP	54	0.6186944000000001	0.75939375	-1.1167761999999999	0.8671304	-0.7694274	0.98300016	-0.8157999	0.9670605999999999
CARDIAC_MUSCLE_CELL_PROLIFERATION	GOBP	41	-0.9982815	0.7594505	-0.81109756	1.0	-0.93179	0.8796598	-1.1098691	0.62213874
NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	GOBP	32	0.61847883	0.75946695	-0.7230449000000001	1.0	-1.5767186000000002	0.21760458	-1.4274733999999998	0.19375123
POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GOBP	34	-0.9967200999999999	0.75948215	-1.2265507	0.72022617	-1.844746	0.11046823	-0.8121599	0.96977776
LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	GOMF	39	-1.0019386000000001	0.75954497	-1.4213493000000001	0.44328284	-1.4934524	0.27383962	-0.6905834	1.0
TRANSCRIPTION_COREPRESSOR_BINDING	GOMF	43	-0.9972744	0.75960207	-1.0688871000000002	0.94442123	-1.0246578000000002	0.79043865	-0.79510814	0.9773644
POSITIVE_REGULATION_OF_ORGAN_GROWTH	GOBP	38	-1.0025604	0.75964755	-0.74681664	1.0	-0.88976026	0.91438764	-1.0083703000000002	0.7753297
NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP	30	-1.0061892	0.75975966	-0.8583886000000001	1.0	-0.78000075	0.9786100000000001	-1.1614678999999999	0.5399632
REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	GOBP	45	0.6161922	0.75987834	-1.0507545	0.9833991	-0.9794646999999999	0.83450866	-1.3813950000000002	0.23214659999999998
VENTRICULAR_SEPTUM_MORPHOGENESIS	GOBP	34	-1.0105389	0.75992006	-1.1664188	0.78988415	-0.89056224	0.91408867	-0.97434855	0.8171232
ABNORMAL_ANATOMIC_LOCATION_OF_THE_HEART	HP	109	0.61620164	0.7601422	-0.9269728000000002	1.0	-1.3775377	0.3826839	-1.1343582	0.5848093000000001
MICROTUBULE_NUCLEATION	GOBP	32	-1.0093153	0.7602091	-1.0794601000000001	0.930099	-1.2675238000000002	0.5064866	-1.0078855	0.7758431
ATPASE_COUPLED_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF	99	0.6164251999999999	0.7603415	-0.80009264	1.0	-1.0611032	0.7466791	-1.1302761000000001	0.590712
REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	GOBP	38	0.6155111999999999	0.7603512	-0.87109077	1.0	-1.0602471000000002	0.747065	-1.0158724000000001	0.76598376
ABNORMALITY_OF_THE_CALF_MUSCULATURE	HP	61	0.6162109	0.76040095	-1.173814	0.78238773	-0.8411780000000001	0.9474406999999999	1.1491592	1.0
ABNORMAL_TISSUE_METABOLITE_CONCENTRATION	HP	31	-1.0065289000000002	0.760502	-1.4193209999999998	0.4438452	-1.0196146000000001	0.7972457	0.40591308	1.0
PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING	GOMF	79	0.615606	0.76050407	-0.74706954	1.0	-1.3514767	0.41560349999999996	-1.5477601	0.11160201
DESMOSOME	GOCC	24	0.61664754	0.7605633	-1.1974354	0.76134557	-0.93026876	0.8809289	-1.2022016000000002	0.47099358
PROGRESSIVE_INABILITY_TO_WALK	HP	54	0.61643684	0.7605962	-1.1318082	0.8472109	-0.90720016	0.8982574000000001	-0.87796587	0.9229306
REGULATION_OF_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	GOBP	33	-0.67141324	0.76067734	-0.86463547	1.0	-1.2822912	0.48851186	-1.0379345	0.73799855
LARGE_RIBOSOMAL_SUBUNIT	GOCC	105	-1.0115365	0.76075315	-1.9989679	0.0026195794	-1.5979036	0.21276876	0.91186255	1.0
POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	GOBP	23	-1.0076176	0.7608038	-1.0757813	0.9310773000000001	-0.87833595	0.9215846	-1.0382696	0.7382375
SENSORY_AXONAL_NEUROPATHY	HP	29	-1.0118762	0.76104635	-1.5060525	0.33615163	-1.0519785	0.7589588	-0.53104264	1.0
MAST_CELL_ACTIVATION	GOBP	59	0.6148602	0.76106733	-0.8814863000000002	1.0	-0.8463127	0.94316834	-1.4049721000000002	0.2119364
CORTICAL_DYSPLASIA	HP	87	0.61457366	0.76122516	-0.9679030000000001	1.0	-1.4428465	0.3159464	-1.1228794	0.60126567
POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	GOBP	33	-1.013622	0.7613951999999999	-1.2228754	0.7260460999999999	-1.0822542	0.7262708000000001	-1.1828477	0.5019243
CEREBRAL_HYPOPLASIA	HP	40	-0.67000955	0.76147276	-1.5167056	0.31796247	-1.6280483000000001	0.20516905	-1.0285431999999999	0.74885875
NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	GOBP	24	0.61418176	0.76154363	-0.79623246	1.0	1.1048034	1.0	-1.4960274	0.14159563
PIGMENT_CELL_DIFFERENTIATION	GOBP	30	0.6136389	0.7617825	-0.72273636	1.0	0.513524	1.0	-0.9953934999999999	0.79245716
GLIOBLASTOMA_MULTIFORME	HP	21	-1.0136809000000002	0.76183987	-1.1645048999999998	0.790656	-1.429948	0.3272938	-0.76873213	0.98929024
RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR	GOBP	45	-1.0176508	0.76187694	-1.1026978	0.8892568999999999	-1.0286748	0.78745955	-1.2772316000000001	0.35911453
ABNORMAL_LABIA_MINORA_MORPHOLOGY	HP	25	-1.0184307	0.7618853	-1.4973218000000001	0.3456263	-1.4321207	0.32563278	-0.5571833	1.0
PCG_PROTEIN_COMPLEX	GOCC	33	-1.0215006	0.7619526	-1.2839086000000002	0.6340613	-1.5569249	0.22665209	-0.7259734	0.9978652
ENDODEOXYRIBONUCLEASE_ACTIVITY	GOMF	34	-1.014173	0.762033	-1.2272	0.7191116	-1.3379371	0.4325964	-0.75803876	0.99155724
S_ACYLTRANSFERASE_ACTIVITY	GOMF	28	-1.0205362	0.762047	-1.0447826	0.99207157	-1.4320612	0.32507685	-0.7142569999999999	0.99989516
CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF	125	0.61364156	0.7620529	-0.4724183	1.0	-0.50891286	1.0	-1.8321325000000002	0.026492689
RNA_EXPORT_FROM_NUCLEUS	GOBP	75	-1.0188919	0.76210785	-1.0883158000000002	0.9166966000000001	-1.6258545	0.20511262	0.5526888000000001	1.0
SYNAPTIC_VESICLE_EXOCYTOSIS	GOBP	99	0.61323994	0.7621119000000001	-0.6635409000000001	1.0	1.3698373	0.95202243	1.3050617	1.0
TELOMERE_CAPPING	GOBP	37	-1.0155848	0.7621201	-1.6024768	0.25438976	-1.6852603	0.18165793	-0.7939797	0.9779349
GRANULOCYTE_CHEMOTAXIS	GOBP	91	0.61251426	0.7621355	-1.0551534	0.97662145	1.4528813	0.88465834	-0.72681504	0.99751496
PRURITUS	HP	112	0.6130348000000001	0.7621688	-0.9399417	1.0	-0.70821154	1.0	-1.2303418	0.424828
AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GOBP	49	0.6111656999999999	0.76225317	-1.0189682	1.0	-1.2831378999999998	0.48719534	-1.0642226000000001	0.693303
REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	GOBP	49	0.6125298	0.7623856	-0.6863108	1.0	-1.1673433000000002	0.62534666	-1.2005597	0.47301698
MICROMELIA	HP	89	0.6121601999999999	0.7623969	-1.157621	0.79824936	-1.0770267	0.72980744	-1.3531448	0.2619132
SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP	43	-0.6631933000000001	0.76241493	-0.8324024	1.0	-1.4924861	0.27466285	-1.1262938	0.59647125
ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP	198	0.6114003	0.7624538000000001	-0.4850763	1.0	2.157739	0.54989934	1.5948833999999998	1.0
ANGINA_PECTORIS	HP	31	0.6115669	0.7624808000000001	-0.85061926	1.0	-1.234341	0.54935384	-1.2070892	0.46401897
PERIAURICULAR_SKIN_PITS	HP	42	-0.66800624	0.7624925	-0.72370505	1.0	-0.73925453	0.99113065	-0.9065938	0.8964449000000001
POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	GOBP	32	0.609023	0.76253873	-0.92281973	1.0	-1.0802246000000002	0.72857374	-1.1600095	0.5419977
ABNORMALITY_OF_THE_COLUMELLA	HP	51	-0.66354644	0.7625691	-1.0721235	0.940528	1.5202312	0.8867323	-1.0027542	0.782185
PITUITARY_ADENOMA	HP	35	-0.66205394	0.76259065	-1.3572408999999999	0.5385313	-1.157047	0.63992643	-0.75012475	0.9929053
RNA_3_END_PROCESSING	GOBP	108	-0.66328996	0.76259214	-1.1480914	0.82046276	-1.6070325	0.21419695	-0.6017982	1.0
ATP_BIOSYNTHETIC_PROCESS	GOBP	43	-1.0220723	0.76261365	-1.1027395	0.8893815999999999	-0.8944118000000001	0.91167176	-0.6303042	1.0
SPINAL_CORD_LESION	HP	36	-0.6686418000000001	0.7626189999999999	-0.83931065	1.0	-1.5864188999999997	0.21973412	-1.2808378999999999	0.3534167
POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	GOBP	40	-0.66449565	0.76261944	-1.1640145	0.79117244	0.718587	1.0	0.67179596	1.0
NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	GOBP	41	-0.66374147	0.76263195	-0.98478055	1.0	-1.1501535	0.64570826	-1.3117206	0.31462586
REGULATION_OF_MITOCHONDRIAL_FISSION	GOBP	28	0.61164147	0.7626363	-0.92389745	1.0	-1.2137586999999999	0.5756121999999999	-1.0209752	0.7598743
LUNG_CELL_DIFFERENTIATION	GOBP	21	0.6086055	0.7626389	-1.0126553	1.0	-0.7838619000000001	0.9779926999999999	-1.1750003	0.516925
DICARBOXYLIC_ACID_TRANSPORT	GOBP	76	0.60694474	0.7626659	-0.6401918000000001	1.0	0.6564058	1.0	-1.306371	0.32110327
CYTOKINE_BINDING	GOMF	118	0.60730374	0.76267797	-0.69548845	1.0	0.9958789000000001	1.0	-1.0987725	0.6381925
REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	GOBP	80	0.60837793	0.7626829	-0.8864917	1.0	0.33635855	1.0	-1.6921848999999998	0.05808249
FAT_MALABSORPTION	HP	36	0.608744	0.76268816	-0.84673846	1.0	-1.141902	0.65511876	-0.82155055	0.9642850000000001
ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF	26	0.6090894	0.7627031	-0.89990354	1.0	-0.9149482	0.8926982	-1.026313	0.7519568
PHOSPHOLIPID_TRANSFER_ACTIVITY	GOMF	23	-0.66392237	0.762716	-0.94189435	1.0	-0.69871825	1.0	-0.83299506	0.9568731
SUPERNUMERARY_NIPPLE	HP	40	0.6070903	0.7627210999999999	-1.0460411	0.99150777	-1.0960041	0.7088114999999999	-1.0219972	0.7588148
DEHYDRATION	HP	79	0.6092029999999999	0.76280546	-1.1508994	0.81346613	-1.3221576000000002	0.45060414	-1.4559692	0.1693568
REGULATION_OF_MYOTUBE_DIFFERENTIATION	GOBP	38	-0.6682298000000001	0.762838	-0.83510035	1.0	-0.7112006999999999	0.9998648000000001	-1.4130559999999999	0.20565714
RESPONSE_TO_ESTROGEN	GOBP	65	-0.6625949000000001	0.7628647	-0.9275445	1.0	0.5892482	1.0	-1.0381745	0.737919
DILATION_OF_LATERAL_VENTRICLES	HP	79	0.6080753000000001	0.7628687	-0.819616	1.0	-1.0608864	0.74634236	-1.4285598999999998	0.19302607
HYPOPLASIA_OF_THE_PONS	HP	57	0.60771257	0.7628729000000001	-1.4046	0.47074908	-1.0004629999999999	0.8133459	-1.0425447	0.7329678000000001
NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	GOBP	26	-0.66206473	0.7628866	0.9208754	1.0	0.6087102	1.0	0.9342601	1.0
CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GOMF	27	0.60734713	0.76288694	-0.7925225	1.0	-0.74460894	0.9882831	-1.3604798	0.25255445
ABNORMALITY_OF_THE_TONSILS	HP	23	-0.6659608	0.7629104999999999	-0.63209367	1.0	-0.8074226	0.9637581000000001	-1.443286	0.18068197
GENERALIZED_JOINT_LAXITY	HP	37	-0.66400725	0.7629208000000001	-0.9325895000000001	1.0	-1.2117035	0.5764708000000001	-0.95356894	0.8415961999999999
MYOTUBE_CELL_DEVELOPMENT	GOBP	33	0.6092403000000001	0.763031	-0.47870913	1.0	-0.61970156	1.0	-1.1073041000000001	0.6240931
REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GOBP	99	-0.66465926	0.7630359	-1.2924652	0.61930466	-1.5586482	0.2248813	-0.7137005	0.99974245
INTEGRATED_STRESS_RESPONSE_SIGNALING	GOBP	21	-1.0228945	0.7630933000000001	-1.0682937	0.9457912	-1.593366	0.21628067	-0.71204644	1.0
REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	GOBP	41	-0.662143	0.76310796	-1.3890336	0.49091017	0.56758153	1.0	0.7149321999999999	1.0
STEROL_BIOSYNTHETIC_PROCESS	GOBP	56	-0.6655684000000001	0.7631187	-1.5792158	0.25595942	-1.0048727	0.8102308000000001	0.9233474	1.0
TRANSLATIONAL_INITIATION	GOBP	113	-0.66477025	0.76320344	-1.1522466999999998	0.81053174	-1.1335163000000001	0.66420346	-0.64249706	1.0
OVARIAN_FOLLICLE_DEVELOPMENT	GOBP	51	-0.6659611	0.7632255	-1.0361859	1.0	-1.3075469	0.46297795	-1.0268489	0.7512755
REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	GOBP	84	0.60928524	0.7632404	-0.72999614	1.0	-0.72197306	0.9970671999999998	-1.5501673	0.11057946
LIPID_EXPORT_FROM_CELL	GOBP	37	-0.66081816	0.76327026	-0.7209380999999999	1.0	-0.6737091	1.0	0.85003054	1.0
ACQUIRED_ABNORMAL_HAIR_PATTERN	HP	34	0.60940206	0.76334447	-0.7244893	1.0	-1.2723427999999999	0.49950075	-1.5695866000000003	0.10331024
NON_MIDLINE_CLEFT_PALATE	HP	20	-0.66684985	0.7633479999999999	-1.1891592	0.77440876	1.8164393	0.7296964	-1.1583879	0.5452946
EXTERNAL_OPHTHALMOPLEGIA	HP	38	-0.6595123	0.7634048000000001	-1.1184926000000002	0.8658438	-0.94863915	0.86412376	-1.0329887	0.7445834
NEGATIVE_REGULATION_OF_ENDOCYTOSIS	GOBP	47	0.60952675	0.7634310999999999	-0.8763735	1.0	-0.9239716999999998	0.8854940999999998	-1.1280149	0.5932609999999999
POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP	30	-1.0239128	0.7634445	-0.8827767	1.0	-1.4406017	0.3181781	-0.8281639999999999	0.9594026
POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	GOBP	417	-1.0230991	0.76345754	-1.0534934	0.9788219000000001	1.4535818	0.88624984	0.9764798000000001	1.0
LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING	GOMF	21	-0.661141	0.7634607	-0.87378305	1.0	-1.2840155	0.48702970000000007	-0.9349375	0.86425334
PROMOTER_SPECIFIC_CHROMATIN_BINDING	GOMF	55	-0.66599417	0.76349455	-1.2158327	0.7376166999999999	-1.1658795	0.62770194	-0.7052809	1.0
NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	GOBP	46	-0.6589335	0.76350677	-1.1150997999999999	0.8719304	-1.0892928999999998	0.71788824	0.72329277	1.0
POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP	30	-0.6650133	0.7635174	-1.2107296	0.7410826	1.6336864	0.81304985	-0.53065914	1.0
URTICARIA	HP	47	0.60574985	0.7636602	-1.2974181	0.61228263	0.65401953	1.0	-1.0285468	0.74904287
OCCIPITAL_ENCEPHALOCELE	HP	25	-0.6660887	0.7636894000000001	-1.1397188999999999	0.83193403	-0.6490763	1.0	-1.2728165	0.36451057
MULTICELLULAR_ORGANISMAL_SIGNALING	GOBP	143	0.6095328000000001	0.7636970000000001	-0.67640156	1.0	1.2133558999999998	1.0	-1.7059008000000002	0.052231368
UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY	GOMF	27	-0.6597418	0.7637419	-1.0577246999999999	0.96990895	-1.2157531000000001	0.5731053	-0.8781269	0.92279387
PROTEIN_MONOUBIQUITINATION	GOBP	73	-0.6663015999999999	0.7637465	-1.2085575000000002	0.74469477	-1.3384367	0.43292192	0.32292736	1.0
REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	GOBP	25	-1.0241894	0.7637595	-1.292103	0.61870134	-1.5102631000000002	0.26139194	-0.5313154999999999	1.0
CAPILLARY_HEMANGIOMA	HP	35	-0.6601956	0.7637625	-0.88857085	1.0	-1.5609249	0.22431867	-0.9980734	0.7890796
NUCLEAR_ENVELOPE_ORGANIZATION	GOBP	54	-0.6599311999999999	0.76380193	-1.0088781	1.0	-1.2943151000000002	0.47669905	-0.84449035	0.9470035
REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	GOBP	55	0.6099813000000001	0.76381457	-0.58157486	1.0	-0.6804220999999999	1.0	-1.7544243000000002	0.04241658
REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	GOBP	76	0.60980576	0.7638226	-0.9082625	1.0	-0.7835261	0.9779416999999999	-1.6170052	0.084857374
SPARSE_AND_THIN_EYEBROW	HP	53	0.6096060999999999	0.76385957	-0.91625756	1.0	0.52953357	1.0	-1.4632667	0.16412383
RNA_POLYMERASE_CORE_ENZYME_BINDING	GOMF	39	-1.0249037	0.7643378000000001	-0.8674058000000001	1.0	-1.6706105	0.18765144	-0.71585476	0.9998976
LONG_FOOT	HP	26	-0.6579872	0.7644267	-1.0784850000000001	0.93007797	-1.153055	0.64247197	-1.5075951	0.13287058
BETA_TUBULIN_BINDING	GOMF	36	0.6046884	0.76443267	-0.9423226	1.0	-0.89430624	0.91169405	-0.67993134	1.0
PHOSPHOTRANSFERASE_ACTIVITY_FOR_OTHER_SUBSTITUTED_PHOSPHATE_GROUPS	GOMF	21	-1.0254952	0.76448303	-0.9611976000000001	1.0	-1.3157028999999998	0.45527542	-0.66404843	1.0
AORTIC_VALVE_MORPHOGENESIS	GOBP	29	-0.6558245	0.7644901	-0.9025131	1.0	-0.66593903	1.0	-1.2398598	0.40936740000000005
POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	GOBP	23	-0.6555054	0.76457864	-0.7135391	1.0	-0.85808116	0.93650407	-0.8913846	0.91178703
RIB_FUSION	HP	40	-0.6559086999999999	0.76469296	-1.3399878	0.56669515	-0.9382908000000001	0.87336636	-1.1202333999999998	0.6049859999999999
REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	GOBP	45	-0.6575165	0.7647214	-1.2281098	0.7158488000000001	-0.7064099	1.0	-0.539065	1.0
EMBRYONAL_RENAL_NEOPLASM	HP	40	-0.65703344	0.7647520999999999	-1.0151545	1.0	-0.65614367	1.0	-0.97520596	0.81590015
AMINOGLYCAN_CATABOLIC_PROCESS	GOBP	27	-0.6571229999999999	0.76494956	-0.87247753	1.0	-0.9890869000000001	0.8263676	-1.0628844	0.6951404
EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	GOBP	22	-0.6561268	0.7650291	-0.6475181	1.0	-0.6225841	1.0	-1.7301408	0.047575787
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GOBP	37	-1.0261613	0.76508844	-1.1051652	0.8872833000000001	-1.5563917	0.22668445	-0.64387906	1.0
EXONUCLEASE_ACTIVITY	GOMF	77	-0.65629673	0.7651101	-1.2273667	0.71879137	-1.7002708999999998	0.17601141	-0.7772834	0.985234
ABSENT_EYEBROW	HP	25	-0.6546556	0.76537323	-0.80147606	1.0	-1.1426231000000002	0.65517396	-1.2854002	0.34789762
DUODENAL_ATRESIA	HP	36	-0.6563266	0.7653798	-1.2878935	0.6277361	-1.0924158000000002	0.7136735	-1.4475504	0.17599373
TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	GOBP	37	-1.0264821	0.7654006	-0.9255904	1.0	-1.1615007	0.63537735	-0.689017	1.0
CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP	34	-1.0275794	0.76576173	-1.2905831	0.6219209	-1.3167905	0.45540953	-1.340881	0.2769489
ENDORIBONUCLEASE_COMPLEX	GOCC	32	-1.0267212	0.76576865	-1.2524805	0.6791578	-0.93631756	0.8755122	-0.75708324	0.9913004000000001
ER_NUCLEUS_SIGNALING_PATHWAY	GOBP	44	-1.0288636999999998	0.7660128	-1.2232158000000002	0.72596264	-1.619769	0.20969038	-0.5465769	1.0
B_LYMPHOCYTOPENIA	HP	29	0.60328555	0.76628494	-1.2123046999999998	0.7446731	-0.5428221999999999	1.0	-0.5937469	1.0
POSITIVE_REGULATION_OF_CELL_DEATH	GOBP	491	-1.0294495000000001	0.7666593	-1.0054003	1.0	-1.1174648999999999	0.6834886	-1.3050053999999998	0.32284176
TETRAPLEGIA	HP	29	0.6028626	0.76667756	-1.0710046	0.9400684000000001	-1.576975	0.21859272	-0.79149675	0.97927815
CELL_RECOGNITION	GOBP	129	0.60245985	0.7670106	-0.5200505999999999	1.0	1.2258458	1.0	-1.0007831	0.78475815
MYELOID_LEUKOCYTE_DIFFERENTIATION	GOBP	180	-1.0384202	0.7674	-0.7604344	1.0	-0.9310459000000001	0.88058084	0.8572574000000001	1.0
INTESTINAL_ABSORPTION	GOBP	35	-0.65062314	0.76758754	-0.7383892	1.0	-0.8739573	0.9238965	0.8442040000000001	1.0
PLACENTA_BLOOD_VESSEL_DEVELOPMENT	GOBP	30	-1.0397245000000002	0.76769537	-0.83351064	1.0	-0.76719046	0.98385924	-0.81140316	0.96950024
POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	GOBP	23	-1.0385789	0.7678142	-1.3287668	0.5738411999999999	-0.8796193000000001	0.92109925	-0.80079365	0.9747833
SHALLOW_ORBITS	HP	24	-0.6508079000000001	0.76795954	-0.7883305	1.0	-1.1418545	0.65475345	-1.10815	0.62328315
ATPASE_COMPLEX	GOCC	84	-0.64929354	0.7680916999999999	-1.3578694	0.538663	-1.8207828000000001	0.112128146	-1.0354828	0.7414215999999999
REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOBP	52	0.60155225	0.768151	-0.61248755	1.0	0.8354491	1.0	-1.8648372	0.024308555
FLAT_OCCIPUT	HP	50	-0.6508373000000001	0.76822966	-1.2793021	0.6395310000000001	-1.1623852	0.6336988	-0.5454467	1.0
NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	GOBP	30	-1.0310491	0.76824534	-0.8825895	1.0	-1.0714858	0.73645455	-1.3717948	0.24183682
DEOXYRIBONUCLEASE_ACTIVITY	GOMF	55	-1.0360631999999999	0.7682478	-1.2941209999999999	0.6186472	-1.3615915	0.4017097	-0.8173957	0.9655729
MEMBRANE_RAFT_ORGANIZATION	GOBP	23	-0.64843637	0.76828384	-0.724209	1.0	-1.5827248	0.22012086	-1.8584082999999998	0.023121195
PRE_MRNA_BINDING	GOMF	33	-1.0301489	0.7682839	-1.2918136	0.6186539000000001	-1.1187543	0.6822995	-0.597191	1.0
POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY	GOBP	24	-0.64974874	0.7684223000000001	-1.038281	0.998552	-0.84297174	0.946219	-1.0105363	0.7723505999999999
PROTEIN_ACETYLTRANSFERASE_COMPLEX	GOCC	86	-0.6488108	0.7684289000000001	-1.280525	0.6385288	-1.6942631999999997	0.17874229	-0.75970536	0.9908906
ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	GOBP	34	-0.6485715999999999	0.7684313	-0.8234391	1.0	-1.5726278999999999	0.21911162	-0.93426806	0.86409944
ADIPOSE_TISSUE_DEVELOPMENT	GOBP	39	0.6011924	0.76843184	-1.1855266000000002	0.7752167	-1.2828301000000002	0.4878157	0.7685689	1.0
HEPATOBLASTOMA	HP	22	-0.6513498999999999	0.76846796	-1.0692351999999998	0.94376266	0.5870472	1.0	-0.85652816	0.9379474
PROTEIN_LIPID_COMPLEX_BINDING	GOMF	23	-0.65087974	0.76848674	-1.1750171999999999	0.77939236	0.73172253	1.0	-1.2442191	0.40270057
HETEROCHROMATIN_ORGANIZATION	GOBP	70	-0.65139115	0.76872176	-1.1430056999999998	0.82635045	-1.4963688999999998	0.27226153	-0.9374610000000001	0.8618302999999999
IMPOTENCE	HP	47	-0.6514884	0.7689256	-1.3879143999999999	0.49134535	-1.0892728999999999	0.7177074000000001	-1.0210938	0.7601263
SEMI_LUNAR_VALVE_DEVELOPMENT	GOBP	36	0.60014564	0.76892877	-0.6556465	1.0	-0.5927784	1.0	-1.3076588	0.31985632
ABNORMAL_TALUS_MORPHOLOGY	HP	52	0.60032064	0.768934	-0.97135156	1.0	-1.3688285	0.392123	-0.99763113	0.7894691999999999
NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	GOBP	46	-1.0408466	0.76908106	-0.8590701999999999	1.0	-1.0577401000000002	0.7496068	-1.1857431	0.49681485
DNA_POLYMERASE_ACTIVITY	GOMF	23	-1.0435511999999998	0.76908743	-1.3574946	0.5394111	-1.111448	0.69030064	0.41049040000000003	1.0
RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY	GOBP	27	-1.0312821	0.7691103	-0.8784743	1.0	-1.3426856000000003	0.4280488	-0.71026117	1.0
CELLULAR_RESPONSE_TO_CALCIUM_ION	GOBP	73	0.6003222	0.76920176	-0.97300756	1.0	-1.0787561	0.7270644	-1.7573676999999999	0.041051067000000004
ENDOCARDIAL_CUSHION_MORPHOGENESIS	GOBP	36	-0.64747673	0.7692319000000001	-1.1049	0.88806266	-0.9949540000000001	0.82032835	-1.2165965	0.44797109999999996
ADP_BINDING	GOMF	34	-1.0317280999999998	0.76934725	-1.1904386	0.7730173	-0.6893369	1.0	-1.111434	0.6191798000000001
ABNORMAL_LUNG_LOBATION	HP	38	-1.0437876	0.769471	-1.23262	0.7050622	-0.91933745	0.88900745	-1.0088062	0.77509916
POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS	GOBP	20	-1.041885	0.76949716	-1.0607446000000003	0.96366316	-1.0189921	0.7971535	-0.951651	0.8428843
